Catalogue,Composition,Condition,Date,Mint_Mark,Other_Details,Province_Mint,Soverign_Issuer,Weight,wreck,image_url,type
,Silver,"V G–F, badly coroded",,,Ref#31 Lamera CMW seizure December 2009,Unidentified,Unidentified,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT07816-001.jpg,"Daalders, pieces"
,Silver,F,1656.0,OMP,,Mexico,Felipe IV,5.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT08594-001.jpg,Two Reales
,Silver,gF/F,1656.0,SR,,Seville,Felipe IV,27.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT08595-001.jpg,Eight Reales
Dav.5636,,,1621.0,,,Unidentified,Ferdinand II,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02299-A.jpg,Taler
,,,1605.0,,,Unidentified,Rudolph?H.R.E,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02300-A.jpg,Taler
,,,1657.0,,,Austria,Ferdinand III,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02301-A.jpg,Taler
,,,1604.0,,,Braunschweig,Heinrich Julius,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02303-A.jpg,Taler
,,,1624.0,,,Nuremberg,Ferdinand II,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02304-A.jpg,Taler
,,,1618.0,,,Nuremberg,Ferdinand II,23.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02305-A.jpg,Taler
,,,,,,Frankfurt,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02306-A.jpg,Taler
,,,1584.0,,Sp. Neth. 'Cross dollar' or Burgundian Rijksdaalder (Crown),Gelderland,Felipe II,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02307-A.jpg,Daalder
,,,1624.0,,,Luneburg,Ferdinand II,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02308-A.jpg,Taler
,,,1611.0,,,Hamburg,Rudolph II,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02309-A.jpg,Taler
,,,1623.0,,,Hamburg,Ferdinand II,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02310-A.jpg,Taler
,,Piece broken out?rim,1621.0,,,West Friesland,Unknown,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02311-A.jpg,Rijksdaalder
,,,1625.0,,,Zeeland,Unknown,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02312-A.jpg,Rijksdaalder
,,,1619.0,,,Utrecht,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02313-A.jpg,Rijksdaalder
,,,1620.0,,,Friesland,Unknown,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02314-A.jpg,Rijksdaalder
,,,1624.0,,,West Friesland,Unknown,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02315-A.jpg,Rijksdaalder
,,Badly stained,1623.0,,,West Friesland,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02316-A.jpg,Rijksdaalder
,,,1623.0,,,Zeeland,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02317-A.jpg,Rijksdaalder
,,Piece broken off edge,1621.0,,,Unidentified,Unknown,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02318-A.jpg,Rijksdaalder
,,Piece broken off edge,,,,Gelderland,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02319-A.jpg,Rijksdaalder
,,,1596.0,,,Deventer - Zwolle,Unknown,13.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02320-A.jpg,Rijksdaalder
,,Corroded,1623.0,,,Unidentified,Unknown,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02321-A.jpg,Rijksdaalder
,,Corroded,,,,Deventer - Kampen - Zwolle,Unknown,19.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02322-A.jpg,Rijksdaalder
,,Corroded,1650.0,,,Unidentified,Unknown,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02323-A.jpg,Rijksdaalder
,,Corroded,,,,Utrecht,Unknown,8.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02324-A.jpg,1/2 Rijksdaalder
,,,,,,Unidentified,Unknown,13.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02325-C.jpg,Rijksdaalder
,,,1654.0,OMP 8,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02330-C.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,11.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02331-C.jpg,4 Reales
,,,1652.0,,,Mexico,Unknown,20.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02332-A.jpg,8 Reales
,,,1652.0,MP,,Mexico,Unknown,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02333-C.jpg,8 Reales
,,,1652.0,,,Mexico,Unknown,10.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02334-C.jpg,4 Reales
,,,0.0,,,Unidentified,Unknown,4.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02335-C.jpg,Unidentified
,,,1650.0,OM,,Mexico,Unknown,10.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02341-C.jpg,4 Reales
,,,0.0,,,Mexico,Unknown,5.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02342-A.jpg,2 Reales
,,,1652.0,OMP,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02343-A.jpg,4 Reales
Yriarte 971,,,1653.0,,,Potosi,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02346-A.jpg,8 Reales
,,,1650.0,,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02347-A.jpg,8 Reales
,,,1650.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02348-A.jpg,8 Reales
,,,1650.0,,,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02349-A.jpg,2 Reales
,,,1619.0,,,Utrecht,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02355-A.jpg,Rijksdaalder
,,,1650.0,OMP,Brooch,Mexico,Unknown,22.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02356-A.jpg,4 Reales
,,,0.0,OMP ?,,Mexico,Unknown,7.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02357-A.jpg,2 Reales
,,,0.0,OMP,,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02358-A.jpg,2 Reales
,,,1652.0,OMP,,Mexico,Unknown,41.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02361-A.jpg,8 Reales
,,,1650.0,OMP 8,,Mexico,Unknown,40.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02362-A.jpg,8 Reales
,,,1655.0,OMP,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02370-A.jpg,8 Reales
,,,0.0,4,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02371-A.jpg,4 Reales
,,,1650.0,,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02372-A.jpg,4 Reales
,,,1652.0,,With 2 reales attached Encrusted,Potosi,Unknown,38.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02373-A.jpg,8 Reales
,,Badly corroded,0.0,,,Mexico,Unknown,14.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02374-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02375-A.jpg,4 Reales
,,,0.0,,4 Reals and 8 Reals,Unidentified,Unknown,46.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02376-A.jpg,Concretion
,,,1622.0,,,Gelderland,Unknown,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02379-A.jpg,Rijksdaalder
,,,1650.0,OMP 8,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02380-A.jpg,8 Reales
,,,1640.0,OMD (?P),,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02381-A.jpg,8 Reales
,,,1650.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02382-A.jpg,8 Reales
,,,1650.0,OMP,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02383-A.jpg,8 Reales
,,,1650.0,,,Mexico,Unknown,30.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02384-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02385-A.jpg,4 Reales
,,,0.0,,,Mexico,Unknown,9.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02386-B.jpg,4 Reales
,,,0.0,,,Unidentified,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02387-A.jpg,4 Reales
,,,0.0,,,Mexico,Unknown,5.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02388-A.jpg,2 Reales
,,,1653.0,OMP 8,,Mexico,Felipe IV,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02393-B.jpg,8 Reales
,,,0.0,OMD,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02394-B.jpg,8 Reales
,,,1652.0,OMP DG/,,Mexico,Unknown,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02395-B.jpg,8 Reales
,,,1650.0,OMP,,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02396-A.jpg,2 Reales
,,,0.0,,,Mexico,Unknown,29.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02397-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02398-A.jpg,8 Reales
,,,1654.0,OMP 8,,Mexico,Unknown,23.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02400-A.jpg,8 Reales
,,,0.0,,,Schleswig Holstein,Friedrich,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02401-A.jpg,Taler
,,,0.0,,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02403-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02404-A.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02405-A.jpg,8 Reales
,,,1655.0,OMP,Chain Attached,Mexico,Unknown,31.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02406-A.jpg,8 Reales
,,,1650.0,,Pendant -,Mexico,Unknown,41.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02407-A.jpg,8 Reales
,,,0.0,,Pendant,Mexico,Unknown,30.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02408-A.jpg,8 Reales
,,,0.0,,Pendant,,Unknown,7.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02409-A.jpg,Taler
,,,1650.0,OMP 8,,Mexico,Unknown,27.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02410-A.jpg,8 Reales
,,,1652.0,OM,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02411-B.jpg,4 Reales
Yriarte 529,,,1653.0,OMP,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02412-A.jpg,8 Reales
Yriarte 529,,,1653.0,OMP,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02413-A.jpg,8 Reales
,,,1655.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02414-A.jpg,8 Reales
,,,1650.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02415-A.jpg,8 Reales
,,,1650.0,,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02416-A.jpg,4 Reales
,,,1650.0,,,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02417-A.jpg,2 Reales
,,,1622.0,,,Zeeland,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02418-A.jpg,Rijksdaalder
,,,1619.0,,,West Friesland,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02419-A.jpg,Rijksdaalder
,,,1627.0,,,Lubeck,Ferdinand,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02420-A.jpg,Taler
Dav. 5449,,,1622.0,,St John the Baptist holding the Lamb,Lubeck,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02421-A.jpg,Taler
,,encrusted,1565.0,,,Gelderland,Felipe II,29.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02422-A.jpg,Daalder
,,,1550.0,,Corroded,Utrecht,Felipe II,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02423-A.jpg,Daalder
,,,1614.0,,,Anhalt,Unknown,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02424-A.jpg,Taler
,,,1623.0,,,Hamburg,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02425-A.jpg,Taler
,,,1589.0,,,Hamburg,Rudolph?H.R.E,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02426-A.jpg,Taler
,,,1618.0,,,West Friesland,Unknown,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02427-A.jpg,Rijksdaalder
,,,1618.0,,Corroded,West Friesland,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02428-A.jpg,Rijksdaalder
,,,1621.0,,Could? debased? contemp. Forgery,Gelderland,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02429-A.jpg,Rijksdaalder
,,,1623.0,,,West Friesland,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02430-A.jpg,Rijksdaalder
,,,1632.0,,,Holland,Unknown,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02431-A.jpg,Rijksdaalder
,,,1650.0,,,West Friesland,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02432-A.jpg,Rijksdaalder
,,,1624.0,,Contemporary Forgery?,Unidentified,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02433-A.jpg,Rijksdaalder
,,,1612.0,,,Overijssel,Unknown,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02434-A.jpg,Rijksdaalder
,,,1622.0,,Debased Silver ?,Utrecht,Unknown,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02435-A.jpg,Rijksdaalder
,,,1650.0,,,Overijssel,Unknown,13.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02436-A.jpg,Rijksdaalder
,,,1619.0,,,Zeeland/Middleburg,Unknown,12.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02437-A.jpg,1/2 Rijksdaalder
,,,1623.0,,,Zeeland,Unknown,12.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02438-A.jpg,1/2 Rijksdaalder
,,,0.0,,,Unidentified,Unknown,8.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02439-A.jpg,Unidentified
,,,0.0,,Corroded,Unidentified,Unknown,14.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02440-B.jpg,Rijksdaalder
,,,0.0,,,,Rudolph?H.R.E,19.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02441-A.jpg,Taler
,,,0.0,,Contemporary forgery?,Unidentified,Unknown,23.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02442-A.jpg,Rijksdaalder
,,,0.0,,Corroded,Unidentified,Unknown,20.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02443-A.jpg,Rijksdaalder
Yriarte 1342,,,1620.0,,,Segovia,Felipe II,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02446-A.jpg,8 Reales
Yriarte 970,,,1652.0,,,Potosi,Unknown,27.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02447-B.jpg,8 Reales
,,,1650.0,OMP 8,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02448-B.jpg,8 Reales
,,,1650.0,OMP 8,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02449-A.jpg,8 Reales
,,,1650.0,OM,,Mexico,Unknown,21.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02450-A.jpg,4 Reales
,,,1652.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02451-A.jpg,8 Reales
,,,0.0,MP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02453-A.jpg,8 Reales
,,,0.0,OMP 8,,Mexico,Unknown,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02454-A.jpg,8 Reales
,,,0.0,,,Metropolitan,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02455-B.jpg,8 Reales
,,,0.0,Master R - Rivas,,Seville,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02456-A.jpg,2 Reales
,,,0.0,,,Metropolitan,Unknown,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02457-A.jpg,4 Reales
,,,0.0,OMP,,Mexico,Unknown,11.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02458-A.jpg,4 Reales
,,,1632.0,Master D,"Flowery end?cross
25.33 g (ring attached)",Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02462-A.jpg,8 Reales
